24	61	43	16	28	21
28	61	63	41	65	7
20	8	27	52	17	24
28	31	54	25	1	2
31	50	69	21	51	8
18	54	61	13	37	5
42	48	20	21	19	23
48	56	2	16	3	24
1	55	33	28	56	22
43	63	16	38	10	23
64	49	57	23	67	20
34	44	30	16	37	16
3	64	68	61	54	9
60	29	18	27	8	15
12	64	50	61	2	1
30	53	62	38	52	1
15	7	29	41	20	22
63	67	1	69	28	17
51	19	9	62	55	14
10	31	23	28	11	14
3	17	49	55	68	8
23	55	33	22	29	21
39	59	7	67	50	25
10	56	24	61	5	12
48	32	63	4	49	20
25	11	9	65	64	16
68	3	21	6	60	24
44	49	33	50	52	8
44	38	64	69	60	6
64	56	61	23	67	12
52	33	47	36	20	12
66	27	11	9	67	2
32	21	17	23	11	5
10	47	68	65	50	24
39	5	35	7	23	11
6	58	66	25	35	5
11	50	40	17	62	26
57	15	29	3	54	10
32	28	10	64	61	12
66	57	2	31	24	18
63	39	59	34	10	4
29	37	23	64	60	6
36	3	56	69	27	25
14	42	43	52	40	17
53	2	23	63	41	11
33	4	24	31	22	10
36	58	27	41	20	7
37	69	12	25	60	20
20	16	43	64	22	17
40	69	33	23	30	12
6	34	33	59	58	12
64	24	59	41	11	15
9	32	5	7	23	26
25	67	39	23	54	11
64	27	65	13	47	9
69	32	52	66	20	23
25	66	44	5	26	9
47	69	30	66	57	3
32	16	3	34	12	14
25	39	64	2	33	17
46	62	59	35	19	13
62	30	12	25	52	8
32	3	25	51	18	3
30	35	38	33	64	22
14	23	41	61	22	9
65	28	49	60	4	25
9	61	28	40	30	3
55	24	63	53	44	19
23	42	68	52	11	6
22	15	49	5	8	25
11	60	23	54	43	3
46	50	12	13	10	21
28	11	50	57	62	23
32	34	14	23	68	3
3	34	27	59	69	19
62	52	13	12	44	6
22	11	53	21	10	18
67	21	65	31	64	5
54	12	11	16	15	25
29	27	7	40	17	25
7	15	36	18	19	20
2	62	40	50	3	5
13	4	36	31	52	8
26	60	67	31	28	23
16	5	12	31	43	18
40	52	3	67	12	21
32	22	40	69	34	19
44	5	39	69	47	24
61	52	51	64	3	6
8	27	34	4	19	10
32	16	19	57	34	13
47	2	63	62	11	17
42	15	6	5	29	10
12	61	54	38	36	22
65	40	44	59	27	20
67	16	63	38	55	25
30	68	59	41	28	10
9	42	10	55	32	6
62	2	30	19	14	22
16	46	10	56	7	1
47	33	68	27	13	13
14	18	19	64	32	9
47	2	66	67	6	2
53	16	69	58	29	21
37	57	47	50	52	21
40	17	46	69	41	6
66	37	22	14	45	5
26	4	32	55	64	18
50	53	7	16	25	15
12	2	17	20	65	17
9	47	20	25	68	7
56	62	54	63	4	10
20	31	56	60	64	2
57	32	30	42	56	11
57	62	69	49	48	19
20	15	31	40	29	1
27	68	12	43	29	1
52	40	48	18	30	9
