20	26	32	38	58	3	
5	21	57	66	69	13	
3	9	21	41	54	25	
4	33	39	46	60	6	
5	10	28	55	67	9	
28	32	33	38	62	15	
5	22	45	47	54	3	
4	11	39	45	48	9	
17	20	32	63	68	19	
29	31	46	56	62	8	
11	21	31	41	59	21	
17	18	49	59	66	9	
22	23	24	45	62	5	
1	15	18	26	51	26	
21	39	41	48	63	6	
1	19	37	40	52	15	
5	22	26	45	61	13	
8	14	61	63	68	24	
23	36	51	53	60	15	
8	20	46	53	54	13	
9	32	36	44	65	1	
8	15	31	36	62	11	
18	31	32	45	48	16	
2	9	27	29	42	9	
13	25	44	54	67	5	
16	30	41	48	53	16	
1	26	41	50	57	11	
23	33	42	46	59	4	
2	18	19	22	63	19	
10	16	40	52	55	17	
6	32	47	62	65	19	
10	13	28	52	61	2	
3	7	9	31	33	20	
5	28	33	38	42	19	
5	9	17	37	64	2	
14	20	42	49	66	5	
6	13	16	17	52	25	
9	43	57	60	64	10	
12	20	39	49	69	17	
18	28	62	66	68	22	
23	25	45	52	67	2	
9	40	41	53	58	12	
23	55	59	64	69	13	
1	3	13	16	43	24	
3	12	24	37	63	10	
16	17	29	41	42	4	
1	3	28	57	67	9	
16	23	30	44	58	4	
28	38	42	51	52	21	
25	33	40	54	68	3	
1	8	16	40	48	10	
18	26	37	39	66	15	
12	21	32	44	66	15	
41	48	49	53	64	20	
8	10	26	27	33	22	
3	14	18	25	45	7	
17	19	21	37	44	16	
7	32	41	47	61	3	
16	24	28	43	61	21	
28	41	61	63	65	7	
8	17	20	27	52	24	
1	25	28	31	54	2	
21	31	50	51	69	8	
13	18	37	54	61	5	
19	20	21	42	48	23	
2	3	16	48	56	24	
1	28	33	55	56	22	
10	16	38	43	63	23	
23	49	57	64	67	20	
16	30	34	37	44	16	
3	54	61	64	68	9	
8	18	27	29	60	15	
2	12	50	61	64	1	
30	38	52	53	62	1	
7	15	20	29	41	22	
1	28	63	67	69	17	
9	19	51	55	62	14	
10	11	23	28	31	14	
3	17	49	55	68	8	
22	23	29	33	55	21	
7	39	50	59	67	25	
5	10	24	56	61	12	
4	32	48	49	63	20	
9	11	25	64	65	16	
3	6	21	60	68	24	
33	44	49	50	52	8	
38	44	60	64	69	6	
23	56	61	64	67	12	
20	33	36	47	52	12	
9	11	27	66	67	2	
11	17	21	23	32	5	
10	47	50	65	68	24	
5	7	23	35	39	11	
6	25	35	58	66	5	
11	17	40	50	62	26	
3	15	29	54	57	10	
10	28	32	61	64	12	
2	24	31	57	66	18	
10	34	39	59	63	4	
23	29	37	60	64	6	
3	27	36	56	69	25	
14	40	42	43	52	17	
2	23	41	53	63	11	
4	22	24	31	33	10	
20	27	36	41	58	7	
12	25	37	60	69	20	
16	20	22	43	64	17	
23	30	33	40	69	12	
6	33	34	58	59	12	
11	24	41	59	64	15	
5	7	9	23	32	26	
23	25	39	54	67	11	
13	27	47	64	65	9	
20	32	52	66	69	23	
5	25	26	44	66	9	
30	47	57	66	69	3	
3	12	16	32	34	14	
2	25	33	39	64	17	
19	35	46	59	62	13	
12	25	30	52	62	8	
3	18	25	32	51	3	
30	33	35	38	64	22	
14	22	23	41	61	9	
4	28	49	60	65	25	
9	28	30	40	61	3	
24	44	53	55	63	19	
11	23	42	52	68	6	
5	8	15	22	49	25	
11	23	43	54	60	3	
10	12	13	46	50	21	
11	28	50	57	62	23	
14	23	32	34	68	3	
3	27	34	59	69	19	
12	13	44	52	62	6	
10	11	21	22	53	18	
21	31	64	65	67	5	
11	12	15	16	54	25	
7	17	27	29	40	25	
7	15	18	19	36	20	
2	3	40	50	62	5	
4	13	31	36	52	8	
26	28	31	60	67	23	
5	12	16	31	43	18	
3	12	40	52	67	21	
22	32	34	40	69	19	
5	39	44	47	69	24	
3	51	52	61	64	6	
4	8	19	27	34	10	
16	19	32	34	57	13	
2	11	47	62	63	17	
5	6	15	29	42	10	
12	36	38	54	61	22	
27	40	44	59	65	20	
16	38	55	63	67	25	
28	30	41	59	68	10	
9	10	32	42	55	6	
2	14	19	30	62	22	
7	10	16	46	56	1	
13	27	33	47	68	13	
14	18	19	32	64	9	
2	6	47	66	67	2	
16	29	53	58	69	21	
37	47	50	52	57	21	
17	40	41	46	69	6	
14	22	37	45	66	5	
4	26	32	55	64	18	
7	16	25	50	53	15	
2	12	17	20	65	17	
9	20	25	47	68	7	
4	54	56	62	63	10	
20	31	56	60	64	2	
30	32	42	56	57	11	
48	49	57	62	69	19	
15	20	29	31	40	1	
12	27	29	43	68	1	
18	30	40	48	52	9	
